     ID            x            y            V           eV           BV          eBV           VI          eVI           UB          eUB  
  10472     970.7910     404.7700      19.3599       0.0229       1.4910       0.0628       1.6057       0.1321          nan          nan  
  10473    2926.2620    3122.9290      19.3787       0.0130       1.4215       0.0360          nan          nan          nan          nan  
  10474    3750.6580    1845.4800          nan       0.0140          nan          nan          nan          nan          nan          nan  
  10475    4020.0000    2418.7480      19.4341       0.0164       1.2714       0.0470          nan          nan          nan          nan  
  10476     636.5160    2281.2040      19.3409       0.0212       1.5496       0.0647          nan          nan          nan          nan  
  10477    1103.8550     583.0250      19.4013       0.0239       1.3544       0.0654          nan          nan       0.4079       0.1176  
  10478    1835.6370    1987.5000      19.3164       0.0164       1.5569       0.0427          nan          nan       0.4432       0.1139  
  10479    2625.4730    4001.7550      19.4444       0.0191       1.2373       0.0523          nan          nan       0.6497       0.1078  
  10480     274.9880    2778.3730          nan       0.0188          nan          nan          nan          nan          nan          nan  
  10481    1775.5280    1970.1770      19.3780       0.0175       1.4752       0.0700          nan          nan          nan          nan  
  10482     164.5490    2125.7580      19.4003       0.0240       1.3703       0.0694          nan          nan          nan          nan  
  10483     147.2570    2256.8050          nan       0.0262          nan          nan       1.4968       0.1275          nan          nan  
  10484    2251.1220     792.1700      19.3147       0.0232       1.5813       0.0620          nan          nan          nan          nan  
  10485    1164.4270    2987.6150      19.4662       0.0158       1.7045       0.0511       2.5066       0.0518          nan          nan  
  10486    1962.7860    1935.6090      19.3441       0.0161       1.4886       0.0407          nan          nan       0.5411       0.1056  
  10487    2703.8090    4100.1390          nan          nan          nan          nan          nan          nan       0.4441       0.1013  
  10488    4003.0870    1140.7580      19.4785       0.0192       1.8595       0.0733       2.3878       0.0597          nan          nan  
  10489    2723.7980    1084.0880      19.3074       0.0269       1.5716       0.0661       1.2772       0.1605          nan          nan  
  10490    2279.4530    1226.7320      19.1046       0.0240       2.0461       0.0615          nan          nan          nan          nan  
  10491    2790.9100    3963.6920      19.3125       0.0179       1.8302       0.0550       2.0161       0.0731          nan          nan  
  10492    1115.9750    1092.2000      19.3898       0.0272       1.3629       0.0810          nan          nan       0.6145       0.1307  
  10493     318.5560    3935.6110      19.4595       0.0228       1.2800       0.0688       1.8325       0.1006          nan          nan  
  10494    1790.8220    1763.9520      19.2302       0.0165       2.0962       0.0542       2.2645       0.0984          nan          nan  
  10495    2378.7500    1502.5250      19.3237       0.0218       1.5374       0.0537          nan          nan          nan          nan  
  10496    2311.0200     497.5990      19.2753       0.0291       1.6887       0.0788          nan          nan          nan          nan  
  10497    1971.0110    2297.9820      19.2945       0.0195       1.6277       0.0514          nan          nan          nan          nan  
  10498     215.6260     815.7520          nan       0.0272          nan          nan       1.8010       0.1003          nan          nan  
  10499    3705.9740    3840.5620          nan          nan          nan          nan          nan          nan       0.6341       0.1253  
  10500    1060.9400    3902.3320      19.3862       0.0170       1.4435       0.0642          nan          nan          nan          nan  
  10501     818.1540     733.6570      19.3547       0.0242       1.5228       0.0743          nan          nan          nan          nan  
  10502    3373.3600    3147.1790      19.3576       0.0148       1.5386       0.0478       1.7488       0.1643          nan          nan  
  10503    1245.2530     768.2210      19.3308       0.0235       1.5801       0.0688          nan          nan          nan          nan  
  10504    3635.1860    3492.4500      19.2822       0.0155       1.8778       0.0504       2.1799       0.0994          nan          nan  
  10505    3945.8840     591.9610          nan       0.0152          nan          nan       2.2564       0.1089          nan          nan  
  10506    2320.8590     891.9100      19.1912       0.0309       1.7765       0.0714          nan          nan          nan          nan  
  10507    1968.3750    3355.8890      19.3819       0.0135       1.4483       0.0453          nan          nan          nan          nan  
  10508     683.1540    1642.5380      19.3452       0.0211       1.5167       0.0589       1.4464       0.1283       1.1813       0.1955  
  10509     556.0880     491.9350      19.4653       0.0233       1.2104       0.0587          nan          nan       0.6615       0.1006  
  10510    1466.6440    2538.3210      19.3575       0.0198       1.4971       0.0558          nan          nan          nan          nan  
  10511    1990.3370    1641.0690      19.3379       0.0215       1.4910       0.0476          nan          nan          nan          nan  
  10512     363.8500     824.1960      19.4251       0.0205       1.2995       0.0543          nan          nan       0.8446       0.1269  
  10513    1059.0940     221.6650      19.4941       0.0250       1.1409       0.0815       1.8973       0.1087       0.6879       0.1402  
